year,stock,source,target,sublist.holder,sublist.location,sublist.is_coreSource,sublist.table_source1,sublist.table_source2,sublist.table_source3,sublist.table_source4,market,group,taxcode.source,taxcode.target,china.note,X1,修正,非集團
2015,5253,維鈦光電科技股份有限公司,Twinwill Holding (B.V.I.) Inc.,1,英屬維京群島,1,1,0,0,0,公開發行,G5253,12948162,NA,NA,NA,NA,NA
2015,5253,維鈦光電科技股份有限公司,爰希國際股份有限公司,1,台灣,1,1,0,0,0,公開發行,G5253,12948162,42647810,NA,NA,NA,NA
2015,5253,維鈦光電科技股份有限公司,維鈦通訊媒體科技股份有限公司,1,台灣,1,1,0,0,0,公開發行,G5253,12948162,24760607,NA,NA,NA,NA
2015,5253,Twinwill Holding (B.V.I.) Inc.,蘇州維鈦光電有限公司,1,china,0,1,0,1,0,公開發行,G5253,NA,NA,NA,NA,NA,NA
