year,stock,source,target,sublist.holder,sublist.location,sublist.is_coreSource,sublist.table_source1,sublist.table_source2,sublist.table_source3,sublist.table_source4,market,group,taxcode.source,taxcode.target,china.note,X1,修正,非集團
2015,2486,MORE FORTUNE PROFITS LIMITED,DRAGONUP TRADING LIMITED,1,汶萊,0,1,0,0,0,上市,G2486,NA,NA,NA,NA,NA,NA
2015,2486,MORE FORTUNE PROFITS LIMITED,GREAT PROMISE INTERNATIONAL LIMITED,1,汶萊,0,1,0,0,0,上市,G2486,NA,NA,NA,NA,NA,NA
2015,2486,MORE FORTUNE PROFITS LIMITED,"I-CHIUN (CAYMAN) PRECISION INDUSTRY CO., LTD.",1,不明,0,1,0,0,0,上市,G2486,NA,NA,NA,NA,NA,NA
2015,2486,MORE FORTUNE PROFITS LIMITED,"I-CHIUN TECHNOLOGY CO., LTD.",1,塞席爾,0,1,0,0,0,上市,G2486,NA,NA,NA,NA,NA,NA
2015,2486,MORE FORTUNE PROFITS LIMITED,"I-CHIUN(CAYMAN) PRECISION INDUSTRY CO., LTD.",1,開曼群島,0,0,1,0,0,上市,G2486,NA,NA,NA,NA,NA,NA
2015,2486,一詮精密工業股份有限公司,IDC KOREA,0.25,南韓,0,0,1,0,0,上市,G2486,NA,NA,NA,NA,NA,NA
2015,2486,一詮精密工業股份有限公司,MORE FORTUNE PROFITS LIMITED,1,英屬維京群島,0,1,0,0,0,上市,G2486,NA,NA,NA,NA,NA,NA
2015,2486,一詮精密工業股份有限公司,"UNIVERSAL LED TECHNOLOGIES, INC.",0.5,美國,0,0,1,0,0,上市,G2486,NA,NA,NA,NA,NA,NA
2015,2486,"I-CHIUN (CAYMAN) PRECISION INDUSTRY CO., LTD.",一造科技(深圳)有限公司,1,china,0,1,0,1,0,上市,G2486,NA,NA,NA,NA,NA,NA
2015,2486,"I-CHIUN TECHNOLOGY CO., LTD.",一詮科技(中國)有限公司,1,china,0,1,0,1,0,上市,G2486,NA,NA,NA,NA,NA,NA
2015,2486,"I-CHIUN (CAYMAN) PRECISION INDUSTRY CO., LTD.",一詮精密電子(南京)有限公司,1,china,0,1,0,1,0,上市,G2486,NA,NA,NA,NA,NA,NA
2015,2486,"I-CHIUN (CAYMAN) PRECISION INDUSTRY CO., LTD.",一詮精密電子工業(中國)有限公司,1,china,0,1,0,1,0,上市,G2486,NA,NA,NA,NA,NA,NA
2015,2486,MORE FORTUNE PROFITS LIMITED,永旭盛科技(深圳)有限公司,1,china,0,1,0,1,0,上市,G2486,NA,NA,NA,NA,NA,NA
2015,2486,一詮精密工業股份有限公司,立誠光電股份有限公司,0.7664,台灣,0,1,0,0,0,上市,G2486,NA,53125710,NA,NA,NA,NA
2015,2486,一詮精密工業股份有限公司,盛世光電股份有限公司,1,台灣,0,1,0,0,0,上市,G2486,NA,29050014,NA,NA,NA,NA
