year,stock,source,target,sublist.holder,sublist.location,sublist.is_coreSource,sublist.table_source1,sublist.table_source2,sublist.table_source3,sublist.table_source4,market,group,taxcode.source,taxcode.target,china.note,X1,修正,非集團
2016,4154,康樂生技股份有限公司,Kino Biotech Pte. Ltd.,1,新加坡,1,1,0,0,0,上櫃,G4154,NA,NA,NA,NA,NA,NA
2016,4154,康樂生技股份有限公司,Kino Biothech (M) Sdn. Bhd.,1,馬來西亞,1,1,0,0,0,上櫃,G4154,NA,NA,NA,NA,NA,NA
2016,4154,康樂生技股份有限公司,Kino Brands Pte. Ltd.,1,新加坡,1,1,0,0,0,上櫃,G4154,NA,NA,NA,NA,NA,NA
2016,4154,康樂生技股份有限公司,Kino Life Science Limited,1,英屬維京群島,1,1,0,0,0,上櫃,G4154,NA,NA,NA,NA,NA,NA
2016,4154,康樂生技股份有限公司,TRN Marketing (M) Sdn. Bhd.,1,馬來西亞,1,1,0,0,0,上櫃,G4154,NA,NA,NA,NA,NA,NA
2016,4154,中國信託商業銀行受託保管三福控股有限公司投資專戶,康樂生技股份有限公司,NA,NA,0,0,0,0,1,上櫃,G4154,NA,NA,NA,NA,NA,NA
2016,4154,中國信託商業銀行受託保管ＴＲＣ有限公司投資專戶,康樂生技股份有限公司,NA,NA,0,0,0,0,1,上櫃,G4154,NA,NA,NA,NA,NA,NA
2016,4154,中國信託商業銀行受託保管TRC有限公司投資專戶,康樂生技股份有限公司,NA,NA,0,0,0,0,1,上櫃,G4154,NA,NA,NA,NA,NA,NA
