year,stock,source,target,sublist.holder,sublist.location,sublist.is_coreSource,sublist.table_source1,sublist.table_source2,sublist.table_source3,sublist.table_source4,market,group,taxcode.source,taxcode.target,china.note,X1,修正,非集團
2016,4980,佐臻股份有限公司,TOP HARVEST HOLDINGS LIMITED,1,薩摩亞,1,1,0,0,0,興櫃,G4980,NA,NA,NA,NA,NA,NA
2016,4980,上海翊視皓瞳信息科技有限公司,"TOP SMART TECHNOLOGY (HK) CO., LIMITED",1,香港,0,1,0,0,0,興櫃,G4980,NA,NA,NA,NA,NA,NA
2016,4980,上海翊視皓瞳信息科技有限公司,上海英眾翊視信息科技有限公司,0.45,china,0,0,1,1,0,興櫃,G4980,NA,NA,NA,NA,NA,NA
2016,4980,TOP HARVEST HOLDINGS LIMITED,上海翊視皓瞳信息科技有限公司,0.7253,中國大陸,0,1,0,0,0,興櫃,G4980,NA,NA,NA,NA,NA,NA
2016,4980,上海翊視皓瞳信息科技有限公司,上海鼎視信息科技有限公司,0.51,china,0,1,0,1,0,興櫃,G4980,NA,NA,NA,NA,NA,NA
2016,4980,上海翊視皓瞳信息科技有限公司,上海瞳影信息科技有限公司,0.4,china,0,0,1,1,0,興櫃,G4980,NA,NA,NA,NA,NA,NA
2016,4980,TOP HARVEST HOLDINGS LIMITED,無錫雲瞳信息科技有限公司,0,中國大陸,0,0,1,0,0,興櫃,G4980,NA,NA,NA,NA,NA,NA
2016,4980,上海翊視皓瞳信息科技有限公司,廈門市超瞳科技有限公司,0.25,china,0,0,1,1,0,興櫃,G4980,NA,NA,NA,NA,NA,NA
