year,stock,source,target,sublist.holder,sublist.location,sublist.is_coreSource,sublist.table_source1,sublist.table_source2,sublist.table_source3,sublist.table_source4,market,group,taxcode.source,taxcode.target,china.note,X1,修正,非集團
2016,8093,保銳科技股份有限公司,COOLERGIANT COMPUTERS HANDELS GMBH,1,德國,1,1,0,0,0,上櫃,G8093,23725553,NA,NA,NA,NA,NA
2016,8093,保銳科技股份有限公司,"COOLERGIANT COMPUTERS, JAPAN CORP.",0.9994,日本,1,1,0,0,0,上櫃,G8093,23725553,NA,NA,NA,NA,NA
2016,8093,保銳科技股份有限公司,"ENERFLOW DEVELOPMENT CO., LTD.",1,薩摩亞,1,1,0,0,0,上櫃,G8093,23725553,NA,NA,NA,NA,NA
2016,8093,保銳科技股份有限公司,"ENERMAX INTERNATIONAL CO., LTD.",1,薩摩亞,1,1,0,0,0,上櫃,G8093,23725553,NA,NA,NA,NA,NA
2016,8093,保銳科技股份有限公司,ENERPOINT COMPUTERS FRANCE,0.9999,法國,1,1,0,0,0,上櫃,G8093,23725553,NA,NA,NA,NA,NA
2016,8093,保銳科技股份有限公司,LEPATEK CORPORATION,1,美國,1,1,0,0,0,上櫃,G8093,23725553,NA,NA,NA,NA,NA
2016,8093,保銳科技股份有限公司,利豹鈦金企業有限公司,1,台灣,1,1,0,0,0,上櫃,G8093,23725553,12617206,NA,NA,NA,NA
2016,8093,航研投資開發股份有限公司,保銳科技股份有限公司,NA,NA,0,0,0,0,1,上櫃,G8093,70606430,23725553,NA,NA,NA,NA
2016,8093,恩麥投資開發股份有限公司,保銳科技股份有限公司,NA,NA,0,0,0,0,1,上櫃,G8093,70606207,23725553,NA,NA,NA,NA
2016,8093,餘昌投資股份有限公司,保銳科技股份有限公司,NA,NA,0,0,0,0,1,上櫃,G8093,79973597,23725553,NA,NA,NA,NA
2016,8093,旭鵬投資有限公司,保銳科技股份有限公司,NA,NA,0,0,0,0,1,上櫃,G8093,80005105,23725553,NA,NA,NA,NA
2016,8093,"ENERFLOW DEVELOPMENT CO., LTD.",珠海幸新電腦科技有限公司,1,china,0,1,0,1,0,上櫃,G8093,NA,NA,NA,NA,NA,NA
2016,8093,"ENERFLOW DEVELOPMENT CO., LTD.",廣州宏鎰電子有限公司,1,china,0,1,0,1,0,上櫃,G8093,NA,NA,NA,NA,NA,NA
2016,8093,"ENERMAX INTERNATIONAL CO., LTD.",銳派電腦貿易(上海)有限公司,1,china,0,1,0,1,0,上櫃,G8093,NA,NA,NA,NA,NA,NA
