year,stock,source,target,sublist.holder,sublist.location,sublist.is_coreSource,sublist.table_source1,sublist.table_source2,sublist.table_source3,sublist.table_source4,market,group,taxcode.source,taxcode.target,china.note,X1,修正,非集團
2014,2491,吉祥全球實業股份有限公司,大友國際光電股份有限公司,0.4381,台灣,0,1,0,0,0,上市,G2491,89380545,25089678,NA,NA,NA,NA
2014,2491,華訊創業投資股份有限公司,大友國際光電股份有限公司,0.2655,台灣,0,1,0,0,0,上市,G2491,70784103,25089678,NA,NA,NA,NA
2014,2491,吉祥全球實業股份有限公司,大吉祥國際建設股份有限公司,0.993,台灣,0,1,0,0,0,上市,G2491,89380545,22787995,NA,NA,NA,NA
2014,2491,廣砷投資有限公司,吉祥全球實業股份有限公司,NA,NA,0,0,0,0,1,上市,G2491,28399085,89380545,NA,NA,NA,NA
2014,2491,吉祥全球實業股份有限公司,浩瀚數位股份有限公司,0.4948,台灣,0,1,0,0,0,上市,G2491,89380545,27230027,NA,NA,NA,NA
2014,2491,吉祥全球實業股份有限公司,華訊創業投資股份有限公司,0.9997,台灣,0,1,0,0,0,上市,G2491,89380545,70784103,NA,NA,NA,NA
