year,stock,source,target,sublist.holder,sublist.location,sublist.is_coreSource,sublist.table_source1,sublist.table_source2,sublist.table_source3,sublist.table_source4,market,group,taxcode.source,taxcode.target,china.note,X1,修正,非集團
2016,9940,SINYI INTERNATIONAL LIMITED,FOREVER SUCCESS INTERNATIONAL LTD.,1,模里西斯,0,1,0,0,0,上市,G9940,NA,NA,NA,NA,NA,NA
2016,9940,SINYI LIMITED,INANE INTERNATIONAL LIMITED ,1,英屬維京群島,0,1,0,0,0,上市,G9940,NA,NA,NA,NA,NA,NA
2016,9940,INANE INTERNATIONAL LIMITED ,MAX SUCCESS INTERNATIONAL LIMITED,1,英屬維京群島,0,1,0,0,0,上市,G9940,NA,NA,NA,NA,NA,NA
2016,9940,信義房屋仲介股份有限公司,SIN CHIUN HOLDING SDN. BHD.,1,馬來西亞,1,1,0,0,0,上市,G9940,22354940,NA,NA,NA,NA,NA
2016,9940,SINYI INTERNATIONAL LIMITED,SINYI DEVELOPMENT LTD.,1,薩摩亞,0,0,1,0,0,上市,G9940,NA,NA,NA,NA,NA,NA
2016,9940,SINYI INTERNATIONAL LIMITED,SINYI ESTATE LTD.,1,薩摩亞,0,1,0,0,0,上市,G9940,NA,NA,NA,NA,NA,NA
2016,9940,信義房屋仲介股份有限公司,SINYI INTERNATIONAL LIMITED,1,薩摩亞,1,1,0,0,0,上市,G9940,22354940,NA,NA,NA,NA,NA
2016,9940,信義房屋仲介股份有限公司,SINYI LIMITED,1,英屬維京群島,1,1,0,0,0,上市,G9940,22354940,NA,NA,NA,NA,NA
2016,9940,再投資大陸公司,上海中城創盈商業經營管理有限公司,0.09,china,0,0,0,1,0,上市,G9940,NA,NA,1,NA,NA,NA
2016,9940,再投資大陸公司,上海中城聯盟投資管理股份有限公司,0.02,china,0,0,0,1,0,上市,G9940,NA,NA,1,NA,NA,NA
2016,9940,INANE INTERNATIONAL LIMITED ,上海信義代書房地產服務諮詢有限公司,1,china,0,1,0,1,0,上市,G9940,NA,NA,NA,NA,NA,NA
2016,9940,INANE INTERNATIONAL LIMITED ,上海信義房屋中介諮詢有限公司,1,china,0,1,0,1,0,上市,G9940,NA,NA,NA,NA,NA,NA
2016,9940,FOREVER SUCCESS INTERNATIONAL LTD.,上海商拓投資管理顧問有限公司,1,china,0,1,0,1,0,上市,G9940,NA,NA,NA,NA,NA,NA
2016,9940,信義開發股份有限公司,大家建設股份有限公司,1,台灣,0,1,0,0,0,上市,G9940,16310797,54673171,NA,NA,NA,NA
2016,9940,INANE INTERNATIONAL LIMITED ,北京世邦信義房地產經紀有限公司,1,china,0,1,0,1,0,上市,G9940,NA,NA,NA,NA,NA,NA
2016,9940,信義房屋仲介股份有限公司,安信建築經理股份有限公司,0.51,台灣,1,1,0,0,0,上市,G9940,22354940,89458276,NA,NA,NA,NA
2016,9940,安信建築經理股份有限公司,安新建築經理股份有限公司,1,台灣,0,1,0,0,0,上市,G9940,89458276,24463156,NA,NA,NA,NA
2016,9940,INANE INTERNATIONAL LIMITED ,成都世邦信義房地產經紀有限公司,1,china,0,1,0,1,0,上市,G9940,NA,NA,NA,NA,NA,NA
2016,9940,信義房屋仲介股份有限公司,有無科技股份有限公司,1,台灣,1,1,0,0,0,上市,G9940,22354940,24533266,NA,NA,NA,NA
2016,9940,信義房屋仲介股份有限公司,行義文化出版有限公司,0.99,台灣,1,1,0,0,0,上市,G9940,22354940,89598918,NA,NA,NA,NA
