year,stock,source,target,sublist.holder,sublist.location,sublist.is_coreSource,sublist.table_source1,sublist.table_source2,sublist.table_source3,sublist.table_source4,market,group,taxcode.source,taxcode.target,china.note,X1,修正,非集團
2013,4430,耀億工業股份有限公司,GOLDEN CROWN ENTERPRISE LTD.,1,薩摩亞,1,0,1,0,0,上櫃,G4430,59021804,NA,NA,NA,NA,NA
2013,4430,耀億(香港)開發有限公司,東莞雅康寧纖維製品有限公司,1,china,0,1,0,1,0,上櫃,G4430,NA,NA,NA,NA,NA,NA
2013,4430,耀億(香港)開發有限公司,東莞耀輝纖維製品有限公司,1,china,0,1,0,1,0,上櫃,G4430,NA,NA,NA,NA,NA,NA
2013,4430,耀億工業股份有限公司,雅康寧(香港)貿易有限公司,1,香港,1,1,0,0,0,上櫃,G4430,59021804,NA,NA,NA,NA,NA
2013,4430,耀億(香港)開發有限公司,雅康寧科技纖維(深圳)有限公司,1,china,0,1,0,1,0,上櫃,G4430,NA,NA,NA,NA,NA,NA
2013,4430,GOLDEN CROWN ENTERPRISE LTD.,耀億(香港)開發有限公司,1,香港,0,0,1,0,0,上櫃,G4430,NA,NA,NA,NA,NA,NA
2013,4430,渣打國際商業銀行敦北分行受託保,耀億工業股份有限公司,NA,NA,0,0,0,0,1,上櫃,G4430,NA,59021804,NA,NA,NA,NA
2013,4430,金璽投資股份有限公司,耀億工業股份有限公司,NA,NA,0,0,0,0,1,上櫃,G4430,28754275,59021804,NA,NA,NA,NA
2013,4430,耀億(香港)開發有限公司,耀輝呢龍線(深圳)有限公司 ,1,china,0,1,0,1,0,上櫃,G4430,NA,NA,NA,NA,NA,NA
