year,stock,source,target,sublist.holder,sublist.location,sublist.is_coreSource,sublist.table_source1,sublist.table_source2,sublist.table_source3,sublist.table_source4,market,group,taxcode.source,taxcode.target,china.note,X1,修正,非集團
2016,2899,兆豐國際商業銀行股份有限公司,台北金融大樓股份有限公司,NA,NA,0,0,0,0,1,公開發行,G2899,03705903,16095410,NA,NA,NA,NA
2016,2899,中國信託商業銀行(股)公司,台北金融大樓股份有限公司,NA,NA,0,0,0,0,1,公開發行,G2899,NA,16095410,NA,NA,NA,NA
2016,2899,中華電信股份有限公司,台北金融大樓股份有限公司,NA,NA,0,0,0,0,1,公開發行,G2899,96979933,16095410,NA,NA,NA,NA
2016,2899,頂固開發股份有限公司,台北金融大樓股份有限公司,NA,NA,0,0,0,0,1,公開發行,G2899,29078343,16095410,NA,NA,NA,NA
2016,2899,第一商業銀行股份有限公司,台北金融大樓股份有限公司,NA,NA,0,0,0,0,1,公開發行,G2899,05052322,16095410,NA,NA,NA,NA
2016,2899,臺灣證券交易所股份有限公司,台北金融大樓股份有限公司,NA,NA,0,0,0,0,1,公開發行,G2899,03559508,16095410,NA,NA,NA,NA
2016,2899,中聯信託投資股份有限公司,台北金融大樓股份有限公司,NA,NA,0,0,0,0,1,公開發行,G2899,03109519,16095410,NA,NA,NA,NA
2016,2899,合作金庫商業銀行股份有限公司,台北金融大樓股份有限公司,NA,NA,0,0,0,0,1,公開發行,G2899,70799128,16095410,NA,NA,NA,NA
2016,2899,台北金融大樓股份有限公司,台北壹零壹尊榮管理顧問股份有限公司,0,台灣,1,1,0,0,0,公開發行,G2899,16095410,53100274,NA,NA,NA,NA
