year,stock,source,target,sublist.holder,sublist.location,sublist.is_coreSource,sublist.table_source1,sublist.table_source2,sublist.table_source3,sublist.table_source4,market,group,taxcode.source,taxcode.target,china.note,X1,修正,非集團
2013,4142,耀華玻璃股份有限公司管理委員會,國光生物科技股份有限公司,NA,NA,0,0,0,0,1,上市,G4142,03801820,33259508,NA,NA,NA,NA
2013,4142,精茂投資股份有限公司,國光生物科技股份有限公司,NA,NA,0,0,0,0,1,上市,G4142,28914815,33259508,NA,NA,NA,NA
2013,4142,南和興產股份有限公司,國光生物科技股份有限公司,NA,NA,0,0,0,0,1,上市,G4142,75370601,33259508,NA,NA,NA,NA
2013,4142,中國鋼鐵股份有限公司,國光生物科技股份有限公司,NA,NA,0,0,0,0,1,上市,G4142,NA,33259508,NA,NA,NA,NA
2013,4142,行政院國家發展基金管理會,國光生物科技股份有限公司,NA,NA,0,0,0,0,1,上市,G4142,NA,33259508,NA,NA,NA,NA
